minutes,io_openeuler-home,io_openeuler-root,io_openeuler-swap,io_sda,io_source,io_Minutes,io_openeuler-home,io_openeuler-root,io_openeuler-swap,io_sda,io_source,io_Minutes
63.25,53,5989,1,5417,CPU_STRESS,63.25,764415,3601146,2735,4096584,CPU_STRESS,63.25
63.5,53,5989,1,5417,CPU_STRESS,63.5,762534,3601146,2735,4096584,CPU_STRESS,63.5
63.75,53,5989,1,5417,CPU_STRESS,63.75,759912,3740776,2735,4450584,CPU_STRESS,63.75
64.0,53,5989,1,5417,CPU_STRESS,64.0,739032,3754297,2735,4474970,CPU_STRESS,64.0
64.25,53,5989,1,5417,CPU_STRESS,64.25,736656,3764479,2735,4484013,CPU_STRESS,64.25
64.5,53,5989,1,5417,CPU_STRESS,64.5,725193,3764479,2735,4484013,CPU_STRESS,64.5
64.75,53,5989,1,5417,CPU_STRESS,64.75,719069,3716130,2735,4459419,CPU_STRESS,64.75
65.0,53,5989,1,5417,CPU_STRESS,65.0,681206,3685558,2735,4471141,CPU_STRESS,65.0
65.25,53,5989,1,5417,CPU_STRESS,65.25,668308,3672676,2735,4492217,CPU_STRESS,65.25
65.5,53,6205,1,5417,CPU_STRESS,65.5,675453,3672676,2735,4492217,CPU_STRESS,65.5
65.75,53,6205,1,5417,CPU_STRESS,65.75,679421,3781517,2735,4481055,CPU_STRESS,65.75
66.0,53,6205,1,5417,CPU_STRESS,66.0,737566,3801721,2735,4473305,CPU_STRESS,66.0
66.25,53,6205,1,5417,CPU_STRESS,66.25,743301,3810892,2735,4483785,CPU_STRESS,66.25
66.5,53,6205,1,5417,CPU_STRESS,66.5,750718,3810892,2735,4483785,CPU_STRESS,66.5
66.75,53,6205,1,5417,CPU_STRESS,66.75,751419,3810892,2565,4471856,CPU_STRESS,66.75
67.0,53,6205,1,5417,CPU_STRESS,67.0,756486,3781612,2565,4475104,CPU_STRESS,67.0
67.25,53,6205,1,5417,CPU_STRESS,67.25,756959,3779567,2565,4490340,CPU_STRESS,67.25
67.5,53,6205,1,5417,CPU_STRESS,67.5,763411,3787990,2565,4490340,CPU_STRESS,67.5
67.75,53,6205,1,5417,CPU_STRESS,67.75,766015,3798312,2565,4652011,CPU_STRESS,67.75
68.0,53,6205,1,5417,CPU_STRESS,68.0,832651,3806780,2565,4690735,CPU_STRESS,68.0
68.25,53,6205,1,5417,CPU_STRESS,68.25,803928,3822954,2565,4685053,CPU_STRESS,68.25
68.5,53,6205,1,5417,CPU_STRESS,68.5,718781,3823871,2565,4686566,CPU_STRESS,68.5
68.75,53,6205,1,5417,CPU_STRESS,68.75,705577,4354219,2565,4906295,CPU_STRESS,68.75
69.0,53,6205,1,5417,CPU_STRESS,69.0,472783,4430437,2565,4912809,CPU_STRESS,69.0
69.25,53,6205,1,5417,CPU_STRESS,69.25,469994,4254239,2565,4814504,CPU_STRESS,69.25
69.5,53,6205,1,5417,CPU_STRESS,69.5,517952,4194299,2565,4788004,CPU_STRESS,69.5
69.75,53,6205,1,5417,CPU_STRESS,69.75,518886,3738819,2565,4233382,CPU_STRESS,69.75
70.0,53,6205,1,5417,CPU_STRESS,70.0,536985,3697790,2565,4130824,CPU_STRESS,70.0
70.25,53,6205,1,5417,CPU_STRESS,70.25,653131,3675696,2565,4076716,CPU_STRESS,70.25
70.5,53,6205,1,5417,CPU_STRESS,70.5,645737,3656233,2565,4076716,CPU_STRESS,70.5
70.75,53,6205,1,5417,CPU_STRESS,70.75,631583,3273983,2565,4042665,CPU_STRESS,70.75
71.0,53,6205,1,5417,CPU_STRESS,71.0,631487,3281948,2565,4030315,CPU_STRESS,71.0
71.25,53,6205,1,5417,CPU_STRESS,71.25,637949,3360742,2565,4062466,CPU_STRESS,71.25
71.5,53,6205,1,5513,CPU_STRESS,71.5,630892,3352190,2556,4062466,CPU_STRESS,71.5
71.75,53,6205,1,5513,CPU_STRESS,71.75,599983,3352190,2209,4072055,CPU_STRESS,71.75
72.0,53,6205,1,5513,CPU_STRESS,72.0,591252,3592546,2209,4069218,CPU_STRESS,72.0
72.25,53,6205,1,5513,CPU_STRESS,72.25,476341,3596518,2209,4062971,CPU_STRESS,72.25
72.5,53,6205,1,5513,CPU_STRESS,72.5,466063,3609532,2209,4062971,CPU_STRESS,72.5
72.75,53,6205,1,5513,CPU_STRESS,72.75,507334,3609532,2209,3813050,CPU_STRESS,72.75
73.0,53,6205,1,5513,CPU_STRESS,73.0,507346,3241008,2209,3779927,CPU_STRESS,73.0
73.25,53,6205,1,5513,CPU_STRESS,73.25,515273,3244494,2209,3836525,CPU_STRESS,73.25
73.5,53,6205,1,5513,CPU_STRESS,73.5,622808,3279429,2209,3837713,CPU_STRESS,73.5
73.75,53,6205,1,5513,CPU_STRESS,73.75,633739,3279429,2209,3960365,CPU_STRESS,73.75
74.0,53,6205,1,5513,CPU_STRESS,74.0,586185,3352943,2209,4053914,CPU_STRESS,74.0
74.25,53,6205,1,5513,CPU_STRESS,74.25,582517,3398936,2209,4052548,CPU_STRESS,74.25
74.5,53,6205,1,5513,CPU_STRESS,74.5,425714,3427734,2209,4055809,CPU_STRESS,74.5
74.75,53,6205,1,5513,CPU_STRESS,74.75,431274,3427734,2209,4058215,CPU_STRESS,74.75
75.0,53,6205,1,5513,CPU_STRESS,75.0,531919,3668062,2209,4187597,CPU_STRESS,75.0
75.25,53,6205,1,5513,CPU_STRESS,75.25,553814,3749972,2209,4204904,CPU_STRESS,75.25
75.5,53,6205,1,5513,CPU_STRESS,75.5,721278,3753297,2209,4241297,CPU_STRESS,75.5
75.75,53,6205,1,5513,CPU_STRESS,75.75,757824,3757704,2209,4241297,CPU_STRESS,75.75
76.0,53,6205,1,5513,CPU_STRESS,76.0,735302,3795620,2209,4344823,CPU_STRESS,76.0
76.25,54,6205,1,5513,CPU_STRESS,76.25,732136,3799329,2209,4377237,CPU_STRESS,76.25
76.5,54,6205,1,5513,CPU_STRESS,76.5,653568,3803335,2209,4388485,CPU_STRESS,76.5
76.75,56,6205,1,5513,CPU_STRESS,76.75,640697,3803335,2209,4387639,CPU_STRESS,76.75
77.0,56,6205,1,5513,CPU_STRESS,77.0,604765,3763217,2209,4347097,CPU_STRESS,77.0
77.25,56,6205,1,5513,CPU_STRESS,77.25,605480,3757869,2209,4337771,CPU_STRESS,77.25
77.5,56,6205,1,5513,CPU_STRESS,77.5,574004,3759128,2209,4339562,CPU_STRESS,77.5
77.75,56,6205,1,5513,CPU_STRESS,77.75,564219,3759128,2209,4339562,CPU_STRESS,77.75
78.0,56,6205,1,5513,CPU_STRESS,78.0,561604,3759128,2209,4336617,CPU_STRESS,78.0
78.25,56,6205,1,5513,CPU_STRESS,78.25,562024,3759128,2209,4341906,CPU_STRESS,78.25
78.5,56,6205,1,5513,CPU_STRESS,78.5,558999,3759128,2209,4342757,CPU_STRESS,78.5
78.75,56,6205,11,5513,CPU_STRESS,78.75,467135,3706398,2209,4342757,CPU_STRESS,78.75
79.0,56,6205,102,5513,CPU_STRESS,79.0,477873,3658666,58124,4191624,CPU_STRESS,79.0
79.25,56,6205,103,5513,CPU_STRESS,79.25,504568,3665876,2124,4122266,CPU_STRESS,79.25
79.5,56,6205,80,5513,CPU_STRESS,79.5,504927,3665876,2066,4091525,CPU_STRESS,79.5
79.75,56,6205,28,5513,CPU_STRESS,79.75,497124,3599283,1144,4091525,CPU_STRESS,79.75
80.0,56,6205,4,5513,CPU_STRESS,80.0,497837,3222062,1144,3772647,CPU_STRESS,80.0
80.25,56,6205,4,5513,CPU_STRESS,80.25,506530,3224424,1144,3688963,CPU_STRESS,80.25
80.5,56,6205,4,5513,CPU_STRESS,80.5,506602,3273874,1144,3740155,CPU_STRESS,80.5
80.75,56,6205,4,5513,CPU_STRESS,80.75,492968,3273874,1144,3728416,CPU_STRESS,80.75
81.0,56,6205,4,5513,CPU_STRESS,81.0,495736,3273649,1144,3617741,CPU_STRESS,81.0
81.25,56,6205,4,5513,CPU_STRESS,81.25,530257,3233869,1144,3637432,CPU_STRESS,81.25
81.5,56,6205,4,5513,CPU_STRESS,81.5,542317,3276325,1144,3813916,CPU_STRESS,81.5
81.75,56,6205,4,5513,CPU_STRESS,81.75,588585,3381382,1144,3816578,CPU_STRESS,81.75
82.0,56,6205,4,5513,CPU_STRESS,82.0,603961,3382455,1144,4276070,CPU_STRESS,82.0
82.25,56,6205,4,5513,CPU_STRESS,82.25,620538,3699773,1144,4372140,CPU_STRESS,82.25
82.5,56,6205,4,5513,CPU_STRESS,82.5,627417,3704215,1144,4437837,CPU_STRESS,82.5
82.75,56,6205,4,5513,CPU_STRESS,82.75,692248,3750010,1144,4439984,CPU_STRESS,82.75
83.0,56,6205,4,5513,CPU_STRESS,83.0,715906,3754312,1144,4803910,CPU_STRESS,83.0
83.25,56,6205,4,5513,CPU_STRESS,83.25,765034,3757646,1144,4836172,CPU_STRESS,83.25
83.5,56,6205,4,5513,CPU_STRESS,83.5,767048,3859108,1144,4825807,CPU_STRESS,83.5
83.75,56,6205,4,5513,CPU_STRESS,83.75,909845,3889443,1144,4825807,CPU_STRESS,83.75
84.0,56,6205,4,5513,CPU_STRESS,84.0,918852,3904821,1144,4741457,CPU_STRESS,84.0
84.25,56,6205,4,5513,CPU_STRESS,84.25,901703,4166989,1144,4702564,CPU_STRESS,84.25
84.5,56,6205,4,5513,CPU_STRESS,84.5,899704,4157217,1144,4649805,CPU_STRESS,84.5
84.75,56,6205,4,5513,CPU_STRESS,84.75,814916,3896720,1144,4647618,CPU_STRESS,84.75
85.0,56,6205,4,5513,CPU_STRESS,85.0,804538,3830078,1144,4644940,CPU_STRESS,85.0
85.25,56,6205,4,5513,CPU_STRESS,85.25,776543,3027380,1144,4113775,CPU_STRESS,85.25
85.5,56,6205,4,5513,CPU_STRESS,85.5,777341,2882183,1144,4024295,CPU_STRESS,85.5
85.75,56,6205,4,5513,CPU_STRESS,85.75,768101,3102490,1144,4137498,CPU_STRESS,85.75
86.0,100,6205,4,5513,CPU_STRESS,86.0,754488,3148458,1144,4148756,CPU_STRESS,86.0
86.25,59,6205,4,5513,CPU_STRESS,86.25,690564,3841100,1144,4436315,CPU_STRESS,86.25
86.5,59,6205,4,5513,CPU_STRESS,86.5,697763,3905015,1144,4501544,CPU_STRESS,86.5
86.75,59,6205,4,5513,CPU_STRESS,86.75,728113,3924146,1144,4477138,CPU_STRESS,86.75
87.0,59,6205,4,5513,CPU_STRESS,87.0,755308,3924146,1144,4477138,CPU_STRESS,87.0
87.25,59,6205,4,5513,CPU_STRESS,87.25,757300,3934357,1144,4591744,CPU_STRESS,87.25
87.5,59,6205,4,5513,CPU_STRESS,87.5,732413,3931592,1144,4631311,CPU_STRESS,87.5
87.75,59,6205,4,5513,CPU_STRESS,87.75,731839,3923564,1144,4637851,CPU_STRESS,87.75
88.0,59,6205,4,5513,CPU_STRESS,88.0,713377,3926776,1144,4637851,CPU_STRESS,88.0
88.25,59,6205,4,5513,CPU_STRESS,88.25,709180,3929629,1144,4693518,CPU_STRESS,88.25
88.5,59,6205,4,5513,CPU_STRESS,88.5,715221,4201170,1144,4684787,CPU_STRESS,88.5
88.75,59,6205,4,5513,CPU_STRESS,88.75,715269,4192372,1144,4667743,CPU_STRESS,88.75
89.0,59,6205,4,5513,CPU_STRESS,89.0,713559,4014310,1144,4667743,CPU_STRESS,89.0
89.25,59,6205,4,5513,CPU_STRESS,89.25,693410,4010315,1144,4391248,CPU_STRESS,89.25
89.5,59,6205,4,5513,CPU_STRESS,89.5,686661,3924343,1144,4298654,CPU_STRESS,89.5
89.75,59,6205,4,5513,CPU_STRESS,89.75,661721,3899506,1144,4386198,CPU_STRESS,89.75
90.0,59,6205,4,5513,CPU_STRESS,90.0,636584,3865994,1144,4416556,CPU_STRESS,90.0
90.25,59,6205,4,5513,CPU_STRESS,90.25,473451,3865994,1144,4470937,CPU_STRESS,90.25
90.5,59,6205,4,5513,CPU_STRESS,90.5,462596,3936127,1144,4517187,CPU_STRESS,90.5
90.75,59,6205,4,5513,CPU_STRESS,90.75,510179,3953287,1144,4500025,CPU_STRESS,90.75
91.0,59,6205,4,5513,CPU_STRESS,91.0,511314,3950476,1144,4500025,CPU_STRESS,91.0
91.25,59,6205,4,5513,CPU_STRESS,91.25,547506,3950476,1144,4500025,CPU_STRESS,91.25
91.5,59,6205,4,5513,CPU_STRESS,91.5,543844,3921629,1144,4497992,CPU_STRESS,91.5
91.75,59,6205,4,5513,CPU_STRESS,91.75,584806,3904069,1144,4497992,CPU_STRESS,91.75
92.0,59,6205,4,5513,CPU_STRESS,92.0,586036,3892242,1144,4492672,CPU_STRESS,92.0
92.25,59,6205,4,5513,CPU_STRESS,92.25,564866,3891529,1144,4093737,CPU_STRESS,92.25
92.5,59,6205,4,5513,CPU_STRESS,92.5,564025,3804309,1144,4048153,CPU_STRESS,92.5
92.75,59,6205,4,5513,CPU_STRESS,92.75,574229,3772560,1144,4077247,CPU_STRESS,92.75
93.0,59,6205,4,5513,CPU_STRESS,93.0,577220,3775430,1144,4091152,CPU_STRESS,93.0
93.25,59,6205,4,5513,CPU_STRESS,93.25,628787,3775430,1144,4423966,CPU_STRESS,93.25
93.5,59,6205,4,5513,CPU_STRESS,93.5,629348,3775430,1144,4473582,CPU_STRESS,93.5
93.75,59,6205,4,5513,CPU_STRESS,93.75,596213,3775430,1144,4480428,CPU_STRESS,93.75
94.0,59,6205,4,5513,CPU_STRESS,94.0,595159,3776317,1144,4480428,CPU_STRESS,94.0
94.25,59,6205,4,5513,CPU_STRESS,94.25,567420,3785287,1144,4448356,CPU_STRESS,94.25
94.5,59,6205,4,5513,CPU_STRESS,94.5,559338,3945550,1144,4443553,CPU_STRESS,94.5
94.75,59,6205,4,5513,CPU_STRESS,94.75,603565,3971759,1144,4444877,CPU_STRESS,94.75
95.0,59,6205,4,5513,CPU_STRESS,95.0,611927,3933512,1144,4444877,CPU_STRESS,95.0
95.25,59,6205,4,5513,CPU_STRESS,95.25,710570,3933512,1144,4444877,CPU_STRESS,95.25
95.5,59,6205,4,5513,CPU_STRESS,95.5,715264,3816278,1144,4626872,CPU_STRESS,95.5
95.75,59,6205,4,5513,CPU_STRESS,95.75,679003,3783836,1144,4650510,CPU_STRESS,95.75
96.0,59,6205,4,5513,CPU_STRESS,96.0,675391,3786820,1144,4657011,CPU_STRESS,96.0
96.25,59,6205,4,5513,CPU_STRESS,96.25,661484,3786820,1144,4651313,CPU_STRESS,96.25
96.5,59,6205,4,5513,CPU_STRESS,96.5,485933,3951639,1144,4486140,CPU_STRESS,96.5
96.75,59,6205,4,5513,CPU_STRESS,96.75,494930,3983317,1144,4458987,CPU_STRESS,96.75
97.0,59,6205,4,5513,CPU_STRESS,97.0,579192,3919383,1144,4450191,CPU_STRESS,97.0
97.25,59,6205,4,5513,CPU_STRESS,97.25,620501,3931608,1144,4460544,CPU_STRESS,97.25
97.5,59,6205,4,5513,CPU_STRESS,97.5,804728,4070619,1144,4867488,CPU_STRESS,97.5
97.75,59,6205,4,5513,CPU_STRESS,97.75,817751,4081965,1144,4902327,CPU_STRESS,97.75
98.0,59,6205,4,5513,CPU_STRESS,98.0,808761,4066604,1144,4850330,CPU_STRESS,98.0
98.25,59,6205,4,5513,CPU_STRESS,98.25,809273,4066604,1144,4850330,CPU_STRESS,98.25
98.5,59,6205,4,5513,CPU_STRESS,98.5,808994,4066604,1144,4805302,CPU_STRESS,98.5
98.75,59,6205,4,5513,CPU_STRESS,98.75,797589,4017768,1144,4785773,CPU_STRESS,98.75
99.0,59,6205,4,5513,CPU_STRESS,99.0,783083,3989170,1144,4702919,CPU_STRESS,99.0
99.25,59,6205,4,5513,CPU_STRESS,99.25,735153,3933319,1144,4702919,CPU_STRESS,99.25
99.5,16257,6205,4,5513,CPU_STRESS,99.5,726929,3927802,1144,4228120,CPU_STRESS,99.5
99.75,11189,6205,4,5513,CPU_STRESS,99.75,478108,3596190,1144,4133907,CPU_STRESS,99.75
100.0,6073,6205,4,5513,CPU_STRESS,100.0,461828,3576542,1144,4116182,CPU_STRESS,100.0
100.25,6073,6205,4,5513,CPU_STRESS,100.25,657081,3609125,1144,4120593,CPU_STRESS,100.25
100.5,912,6205,4,5513,CPU_STRESS,100.5,833272,3610380,1144,4531097,CPU_STRESS,100.5
100.75,912,6205,4,5513,CPU_STRESS,100.75,860239,3774008,1144,4598226,CPU_STRESS,100.75
101.0,912,6205,4,5513,CPU_STRESS,101.0,927582,3807555,1144,4697198,CPU_STRESS,101.0
101.25,912,6205,4,5513,CPU_STRESS,101.25,927532,3819288,1144,4703714,CPU_STRESS,101.25
101.5,912,6205,4,5513,CPU_STRESS,101.5,939830,3819288,1144,5110486,CPU_STRESS,101.5
101.75,912,6205,4,5513,CPU_STRESS,101.75,1081437,3954533,1144,5179470,CPU_STRESS,101.75
102.0,912,6205,4,5513,CPU_STRESS,102.0,1102162,3993922,1144,5271898,CPU_STRESS,102.0
102.25,912,6205,4,5513,CPU_STRESS,102.25,996294,4118056,1144,5324249,CPU_STRESS,102.25
102.5,912,6205,4,5513,CPU_STRESS,102.5,825264,4149021,1144,5916597,CPU_STRESS,102.5
102.75,912,6205,4,5513,CPU_STRESS,102.75,799012,5295195,1144,5927969,CPU_STRESS,102.75
103.0,912,6205,4,5513,CPU_STRESS,103.0,815271,5369986,1144,5636149,CPU_STRESS,103.0
103.25,912,6205,4,5513,CPU_STRESS,103.25,821188,4739304,1144,5559992,CPU_STRESS,103.25
103.5,912,6205,4,5513,CPU_STRESS,103.5,983522,4633302,1144,4853214,CPU_STRESS,103.5
103.75,912,6205,4,0,CPU_STRESS,103.75,994534,3908666,1144,4796259,CPU_STRESS,103.75
104.0,0,6205,4,0,CPU_STRESS,104.0,947390,3939806,1144,4760301,CPU_STRESS,104.0
104.25,0,6205,4,0,CPU_STRESS,104.25,949359,3823511,1144,4760301,CPU_STRESS,104.25
104.5,0,6205,4,0,CPU_STRESS,104.5,946342,3823511,1144,4812507,CPU_STRESS,104.5
104.75,0,6205,4,0,CPU_STRESS,104.75,939253,3958400,1144,4833450,CPU_STRESS,104.75
105.0,0,6205,4,0,CPU_STRESS,105.0,954870,3964650,1144,4850234,CPU_STRESS,105.0
105.25,0,6205,4,2117632,CPU_STRESS,105.25,1022762,3917941,1144,4853287,CPU_STRESS,105.25
105.5,2097152,6214,4,2117632,CPU_STRESS,105.5,1042975,3917941,1144,5023242,CPU_STRESS,105.5
105.75,2097152,7556,4,2117632,CPU_STRESS,105.75,1332602,3914938,1144,5049668,CPU_STRESS,105.75
106.0,2097152,20455,4,2117632,CPU_STRESS,106.0,1343895,3421976,1144,5037121,CPU_STRESS,106.0
106.25,2097152,24106,4,0,CPU_STRESS,106.25,1229066,3411715,1144,5027629,CPU_STRESS,106.25
106.5,0,23410,4,0,CPU_STRESS,106.5,1213010,3467323,1144,4555805,CPU_STRESS,106.5
106.75,0,23410,4,0,CPU_STRESS,106.75,1138937,3467323,1144,4496210,CPU_STRESS,106.75
107.0,0,21806,4,0,CPU_STRESS,107.0,1136193,3471511,1144,4501984,CPU_STRESS,107.0
107.25,0,11720,4,0,CPU_STRESS,107.25,1058618,3786098,1144,4501984,CPU_STRESS,107.25
107.5,0,8880,4,0,CPU_STRESS,107.5,1057553,3864422,1144,4501984,CPU_STRESS,107.5
107.75,0,6327,4,0,CPU_STRESS,107.75,1026739,3856118,1144,4783964,CPU_STRESS,107.75
108.0,0,6327,4,0,CPU_STRESS,108.0,1016691,3822157,1144,4795435,CPU_STRESS,108.0
108.25,0,6327,4,0,CPU_STRESS,108.25,995184,3816664,1144,4775777,CPU_STRESS,108.25
108.5,0,6327,4,5513,CPU_STRESS,108.5,990551,3816664,1144,4774056,CPU_STRESS,108.5
108.75,923,6327,4,5513,CPU_STRESS,108.75,980490,3941418,1144,4730977,CPU_STRESS,108.75
109.0,923,6327,4,5513,CPU_STRESS,109.0,950216,3946594,1144,4712429,CPU_STRESS,109.0
109.25,923,6327,4,5513,CPU_STRESS,109.25,934265,3948954,1144,4658031,CPU_STRESS,109.25
109.5,923,6327,4,5513,CPU_STRESS,109.5,744761,3947978,1144,4655628,CPU_STRESS,109.5
109.75,923,6327,4,5513,CPU_STRESS,109.75,691292,3947978,1144,4225611,CPU_STRESS,109.75
110.0,923,6327,4,5513,CPU_STRESS,110.0,560823,3509548,1144,4163505,CPU_STRESS,110.0
110.25,923,6327,4,5513,CPU_STRESS,110.25,550553,3499126,1144,4139069,CPU_STRESS,110.25
110.5,923,6327,4,5513,CPU_STRESS,110.5,613034,3472705,1144,4139069,CPU_STRESS,110.5
110.75,923,6327,4,5513,CPU_STRESS,110.75,662489,3472705,1144,4299878,CPU_STRESS,110.75
111.0,923,6327,4,5513,CPU_STRESS,111.0,821953,3472705,1144,4327637,CPU_STRESS,111.0
111.25,923,6327,4,5513,CPU_STRESS,111.25,837495,3482926,1144,4343860,CPU_STRESS,111.25
111.5,923,6327,4,5513,CPU_STRESS,111.5,843324,3411968,1144,4344792,CPU_STRESS,111.5
111.75,923,6327,4,5513,CPU_STRESS,111.75,844477,5595136,1144,4369418,CPU_STRESS,111.75
112.0,923,6327,4,5513,CPU_STRESS,112.0,840027,5595136,1144,4291233,CPU_STRESS,112.0
112.25,923,6327,4,5513,CPU_STRESS,112.25,836948,7720960,1144,4653426,CPU_STRESS,112.25
112.5,923,6327,4,5513,CPU_STRESS,112.5,834398,7720960,1144,5504647,CPU_STRESS,112.5
112.75,923,6327,4,5513,CPU_STRESS,112.75,785977,3805184,1144,7708051,CPU_STRESS,112.75
113.0,923,6327,4,5513,CPU_STRESS,113.0,723123,4147408,1144,7796469,CPU_STRESS,113.0
113.25,923,6327,4,5513,CPU_STRESS,113.25,714431,4072090,1144,6437740,CPU_STRESS,113.25
113.5,923,6327,4,5513,CPU_STRESS,113.5,758705,3791862,1144,6398498,CPU_STRESS,113.5
113.75,923,6327,4,5513,CPU_STRESS,113.75,760566,3791862,1144,4980551,CPU_STRESS,113.75
114.0,923,6327,4,5513,CPU_STRESS,114.0,894677,3796513,1144,4915260,CPU_STRESS,114.0
114.25,923,6327,4,5513,CPU_STRESS,114.25,896070,3814307,1144,4709031,CPU_STRESS,114.25
114.5,923,6327,4,5513,CPU_STRESS,114.5,894243,3839464,1144,4663967,CPU_STRESS,114.5
114.75,923,6327,4,5513,CPU_STRESS,114.75,904288,3859877,1144,4571751,CPU_STRESS,114.75
115.0,923,6327,4,5513,CPU_STRESS,115.0,905660,4022834,1144,4684796,CPU_STRESS,115.0
115.25,923,6327,4,5513,CPU_STRESS,115.25,676586,5113081,1144,5102198,CPU_STRESS,115.25
115.5,923,6327,4,5513,CPU_STRESS,115.5,663010,5040281,1144,5211102,CPU_STRESS,115.5
115.75,923,6327,4,5513,CPU_STRESS,115.75,682667,4466827,1144,5991073,CPU_STRESS,115.75
116.0,923,6327,4,5513,CPU_STRESS,116.0,723343,4107213,1144,6049844,CPU_STRESS,116.0
116.25,923,6327,4,5513,CPU_STRESS,116.25,931843,4088601,1144,5680310,CPU_STRESS,116.25
116.5,923,6327,4,5513,CPU_STRESS,116.5,938021,4066513,1144,5708494,CPU_STRESS,116.5
116.75,923,6327,4,5513,CPU_STRESS,116.75,918340,4066513,1144,4869476,CPU_STRESS,116.75
117.0,923,6327,4,5513,CPU_STRESS,117.0,920606,4064356,1144,4781695,CPU_STRESS,117.0
117.25,923,6327,4,5513,CPU_STRESS,117.25,915574,4064049,1144,4705070,CPU_STRESS,117.25
117.5,923,6327,4,5513,CPU_STRESS,117.5,913282,4064049,1144,4710355,CPU_STRESS,117.5
117.75,923,6327,4,5513,CPU_STRESS,117.75,779862,4063435,1144,4805685,CPU_STRESS,117.75
118.0,923,6327,4,5513,CPU_STRESS,118.0,756056,4063435,1144,4794984,CPU_STRESS,118.0
118.25,923,6327,4,5513,CPU_STRESS,118.25,799568,4022014,1144,4794798,CPU_STRESS,118.25
118.5,923,6327,4,5513,CPU_STRESS,118.5,797720,4011922,1144,4796381,CPU_STRESS,118.5
118.75,923,6327,4,5513,CPU_STRESS,118.75,794111,3969385,1144,4796381,CPU_STRESS,118.75
119.0,923,6327,4,5513,CPU_STRESS,119.0,789801,3968382,1144,4735732,CPU_STRESS,119.0
119.25,923,6327,4,5513,CPU_STRESS,119.25,712906,3946158,1144,4710381,CPU_STRESS,119.25
119.5,923,6327,4,5513,CPU_STRESS,119.5,715196,3954768,1144,4701388,CPU_STRESS,119.5
119.75,923,6327,4,5513,CPU_STRESS,119.75,742855,3976965,1144,4711762,CPU_STRESS,119.75
120.0,923,6327,4,5513,CPU_STRESS,120.0,745931,3976965,1144,4933522,CPU_STRESS,120.0
120.25,923,6327,4,5513,CPU_STRESS,120.25,750514,3961158,1144,4932590,CPU_STRESS,120.25
120.5,923,6327,4,5513,CPU_STRESS,120.5,833993,3951658,1144,4883279,CPU_STRESS,120.5
120.75,923,6327,4,5513,CPU_STRESS,120.75,844920,3943361,1144,4883279,CPU_STRESS,120.75
