minutes,apigateway_api_gateway,blocklatency_disk sda,customersservice_customers_service,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,memavailable_mem_available,memcache_mem_cache,memutil_mem_util,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,vetsservice_vets_service,visitsservice_visits_service,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,source,service,Failure
107.0,0.0,12.0,116.0,0.0,38.0,42.0,27.0,20.0,11.0,10.0,10.0,1429.0,1953.0,2011.0,431.0,408.0,437.0,416.0,442.0,10367997.0,3726618.0,56.9,857.0,391.0,221184.0,13157.0,3246.7,789.0,827.0,819.0,977.0,853.0,923.0,924.0,867.0,9947.0,14558.0,14866.0,38865.0,35028.0,37332.0,37085.0,38793.0,49.6,55.7,54.9,68.7,61.8,65.8,65.4,68.8,0.0,0.0,665078.0,4255622.0,3212.9,5998452.0,CPU_STRESS,customers,0
107.2,0.0,12.0,270.0,6.0,27.0,42.0,22.0,16.0,11.0,9.0,10.0,1462.0,1956.0,1957.0,431.0,403.0,434.0,415.0,422.0,10319791.0,3726703.0,58.1,857.0,391.0,221184.0,13157.0,3246.2,744.0,804.0,827.0,968.0,884.0,923.0,906.0,871.0,10119.0,14532.0,14456.0,39072.0,35108.0,37223.0,36317.0,38054.0,49.9,55.4,54.5,69.0,61.9,65.4,65.0,68.4,0.0,0.0,633024.0,4283497.0,3212.9,5711722.0,CPU_STRESS,customers,0
107.5,0.0,12.0,270.0,8.0,25.0,47.0,20.0,15.0,11.0,9.0,10.0,1462.0,1956.0,1955.0,431.0,403.0,432.0,415.0,420.0,9852670.0,3728194.0,59.3,857.0,391.0,221184.0,13157.0,3267.5,737.0,798.0,828.0,968.0,887.0,918.0,906.0,871.0,10119.0,14622.0,14456.0,39142.0,35113.0,37223.0,36301.0,37972.0,49.9,55.4,54.5,69.1,61.9,65.5,64.2,68.4,0.0,0.0,620561.0,5664955.0,3212.9,4855530.0,CPU_STRESS,customers,0
107.8,0.0,12.0,270.0,9.0,2.0,84.0,2.0,2.0,11.0,9.0,11.0,1450.0,1966.0,1935.0,431.0,401.0,429.0,422.0,382.0,9795303.0,3728758.0,59.5,857.0,391.0,221184.0,13157.0,3222.2,672.0,772.0,865.0,1068.0,924.0,877.0,954.0,866.0,10805.0,14830.0,14057.0,39772.0,36176.0,37727.0,36045.0,36237.0,51.8,56.2,54.5,70.8,63.2,66.7,63.5,64.3,0.0,0.0,551728.0,5725387.0,3212.9,4867484.0,CPU_STRESS,customers,0
108.0,0.0,13.0,270.0,9.0,0.0,83.0,1.0,2.0,11.0,9.0,11.0,1448.0,1962.0,1913.0,431.0,401.0,428.0,422.0,380.0,9735799.0,3728711.0,59.5,857.0,391.0,221184.0,13157.0,2839.3,667.0,770.0,868.0,1065.0,936.0,873.0,980.0,864.0,10917.0,14861.0,13948.0,39804.0,36296.0,37678.0,35729.0,35931.0,52.1,56.3,54.4,71.1,63.6,66.7,63.2,62.9,0.0,0.0,540083.0,5284580.0,3212.9,4734316.0,CPU_STRESS,customers,0
108.2,0.0,13.0,43.0,11.0,10.0,73.0,4.0,9.0,11.0,9.0,12.0,1457.0,1954.0,1804.0,431.0,401.0,420.0,417.0,383.0,9735109.0,3731047.0,59.5,857.0,391.0,221184.0,13157.0,2840.3,660.0,780.0,840.0,1036.0,937.0,886.0,981.0,865.0,10759.0,14777.0,13789.0,39565.0,36358.0,37328.0,34731.0,35790.0,51.2,56.3,53.9,70.9,63.4,66.1,61.9,62.2,0.0,0.0,547431.0,4906481.0,3212.9,4734316.0,CPU_STRESS,customers,0
108.5,0.0,13.0,43.0,14.0,10.0,70.0,4.0,8.0,10.0,9.0,14.0,1458.0,1951.0,1799.0,430.0,401.0,420.0,414.0,383.0,9724690.0,3732564.0,59.6,857.0,391.0,221184.0,13157.0,2917.0,659.0,780.0,840.0,996.0,937.0,886.0,981.0,865.0,10756.0,14694.0,13783.0,39542.0,36398.0,37311.0,34717.0,35803.0,51.2,56.2,53.8,70.8,63.4,66.0,61.6,62.2,0.0,0.0,557959.0,4215510.0,3212.9,4708640.0,CPU_STRESS,customers,0
108.8,0.0,13.0,43.0,29.0,9.0,57.0,8.0,9.0,1.0,9.0,29.0,1449.0,1808.0,1668.0,401.0,401.0,421.0,378.0,383.0,9714177.0,3735234.0,59.6,857.0,391.0,221184.0,13157.0,2957.1,603.0,792.0,833.0,831.0,924.0,885.0,951.0,861.0,10742.0,14614.0,13070.0,39292.0,36759.0,37093.0,34471.0,36267.0,50.6,53.8,50.2,69.4,65.0,65.1,60.7,63.0,0.0,0.0,604245.0,4224374.0,3212.9,4516966.0,CPU_STRESS,customers,0
109.0,0.0,13.0,43.0,29.0,9.0,51.0,9.0,9.0,1.0,9.0,29.0,1449.0,1790.0,1669.0,400.0,401.0,420.0,374.0,383.0,9720816.0,3736990.0,59.6,857.0,391.0,221184.0,13157.0,3080.4,601.0,800.0,830.0,809.0,921.0,882.0,929.0,860.0,10733.0,14570.0,12940.0,39306.0,37014.0,36803.0,34687.0,36126.0,50.5,53.3,49.9,68.6,65.2,64.5,60.8,63.1,0.0,0.0,624630.0,4131518.0,3212.9,4531482.0,CPU_STRESS,customers,0
109.2,0.0,13.0,12.0,30.0,14.0,47.0,11.0,10.0,5.0,9.0,27.0,1460.0,1794.0,1707.0,400.0,402.0,423.0,379.0,383.0,9721890.0,3737033.0,59.5,857.0,391.0,9910.5,13157.0,3091.7,627.0,771.0,823.0,836.0,916.0,881.0,913.0,857.0,10680.0,14406.0,13148.0,39203.0,37246.0,36083.0,35607.0,35340.0,50.4,53.4,49.8,68.8,65.5,62.9,63.4,62.4,0.0,0.0,626999.0,4129848.0,3212.9,4601948.0,CPU_STRESS,customers,0
109.5,0.0,13.0,12.0,32.0,14.0,47.0,11.0,10.0,5.0,9.0,28.0,1460.0,1797.0,1710.0,400.0,405.0,421.0,379.0,383.0,9723780.0,3737464.0,59.5,857.0,391.0,9910.5,13157.0,3104.9,644.0,768.0,823.0,836.0,916.0,881.0,913.0,857.0,10698.0,14306.0,13148.0,39233.0,37303.0,36062.0,35806.0,35288.0,50.4,53.4,49.8,68.8,65.6,62.6,65.4,62.2,0.0,0.0,630113.0,3922354.0,3212.9,4605184.0,CPU_STRESS,customers,0
109.8,0.0,13.0,12.0,38.0,19.0,47.0,11.0,10.0,18.0,1.0,44.0,1665.0,1914.0,1840.0,422.0,417.0,403.0,386.0,367.0,9724710.0,3737579.0,59.5,857.0,391.0,9910.5,13157.0,3118.1,704.0,745.0,823.0,969.0,915.0,879.0,916.0,857.0,11277.0,14152.0,13778.0,39522.0,38033.0,34692.0,37731.0,34810.0,52.4,54.2,52.6,70.1,68.0,61.5,66.8,61.3,0.0,0.0,655166.0,3861050.0,3212.9,4596509.0,CPU_STRESS,customers,0
110.0,0.0,13.0,12.0,39.0,19.0,47.0,11.0,10.0,18.0,2.0,45.0,1656.0,1928.0,1857.0,424.0,416.0,401.0,389.0,365.0,9730618.0,3737366.0,59.5,857.0,391.0,9910.5,13157.0,3159.7,713.0,740.0,825.0,987.0,915.0,879.0,921.0,857.0,11349.0,14094.0,13813.0,39426.0,38056.0,34712.0,38087.0,34896.0,52.4,54.4,53.2,69.8,68.1,61.5,67.6,61.3,0.0,0.0,667653.0,3877208.0,3212.9,4596371.0,CPU_STRESS,customers,0
110.2,0.0,13.0,46.0,33.0,20.0,47.0,11.0,10.0,15.0,7.0,38.0,1619.0,1957.0,1835.0,418.0,415.0,403.0,392.0,365.0,9730348.0,3737520.0,59.5,857.0,391.0,9910.5,13157.0,3154.7,708.0,741.0,827.0,966.0,915.0,882.0,931.0,859.0,10976.0,14171.0,13786.0,39063.0,37803.0,35030.0,36719.0,35367.0,51.9,54.3,53.1,68.9,67.2,61.5,66.9,61.7,0.0,0.0,642246.0,3879426.0,3212.9,4606860.0,CPU_STRESS,customers,0
110.5,0.0,13.0,46.0,29.0,21.0,47.0,11.0,10.0,15.0,7.0,38.0,1619.0,1963.0,1838.0,417.0,413.0,403.0,392.0,366.0,9718340.0,3737741.0,59.5,857.0,391.0,9910.5,13157.0,3125.5,710.0,743.0,827.0,963.0,914.0,881.0,931.0,859.0,10963.0,14388.0,13789.0,39036.0,37789.0,35101.0,36694.0,35401.0,51.9,54.4,53.1,68.7,67.1,61.7,65.1,61.7,0.0,0.0,616540.0,4192216.0,3212.9,4655689.0,CPU_STRESS,customers,0
110.8,0.0,13.0,46.0,21.0,21.0,52.0,18.0,1.0,2.0,17.0,33.0,1509.0,2078.0,1894.0,400.0,384.0,418.0,398.0,376.0,9717766.0,3737939.0,59.5,857.0,391.0,9910.5,13157.0,3123.6,743.0,770.0,850.0,844.0,871.0,844.0,875.0,859.0,10675.0,14803.0,13714.0,37236.0,37449.0,36237.0,36139.0,35802.0,50.7,54.8,52.8,65.2,65.9,63.9,63.7,62.6,0.0,0.0,548345.0,4233689.0,3212.9,4828980.0,CPU_STRESS,customers,0
111.0,0.0,13.0,46.0,21.0,21.0,52.0,18.0,2.0,1.0,17.0,31.0,1495.0,2093.0,1901.0,400.0,382.0,420.0,398.0,379.0,9722037.0,3738117.0,59.5,857.0,391.0,9910.5,13157.0,2995.3,750.0,770.0,855.0,843.0,871.0,830.0,857.0,859.0,10595.0,14910.0,13681.0,36608.0,37213.0,36334.0,35998.0,35847.0,50.6,54.9,52.7,64.6,65.8,63.9,63.3,62.6,0.0,0.0,540881.0,4188615.0,3212.9,4864659.0,CPU_STRESS,customers,0
111.2,0.0,13.0,0.0,21.0,21.0,46.0,15.0,8.0,5.0,15.0,24.0,1449.0,2049.0,1831.0,399.0,392.0,423.0,398.0,383.0,9720942.0,3738308.0,59.6,857.0,391.0,9910.5,13157.0,2987.3,732.0,754.0,849.0,852.0,889.0,830.0,851.0,859.0,10419.0,14726.0,13638.0,36259.0,36876.0,35830.0,34725.0,35025.0,50.2,54.4,52.5,63.9,65.3,63.6,62.0,61.7,0.0,0.0,540521.0,4188615.0,3212.9,4528128.0,CPU_STRESS,customers,0
111.5,0.0,13.0,0.0,21.0,25.0,43.0,15.0,9.0,6.0,13.0,23.0,1448.0,2039.0,1822.0,398.0,398.0,424.0,397.0,383.0,9710950.0,3738831.0,59.6,857.0,391.0,9910.5,13157.0,3015.3,729.0,748.0,847.0,852.0,887.0,831.0,851.0,861.0,10398.0,14205.0,13638.0,36251.0,36856.0,35623.0,34481.0,34830.0,50.2,54.3,52.5,63.9,65.3,63.2,60.6,61.7,0.0,0.0,540521.0,4108969.0,3212.9,4528128.0,CPU_STRESS,customers,0
111.8,0.0,13.0,0.0,21.0,38.0,21.0,2.0,28.0,18.0,1.0,2.0,1362.0,1839.0,1677.0,382.0,407.0,426.0,384.0,384.0,9704127.0,3739366.0,59.6,857.0,0.0,9910.5,13157.0,2982.2,690.0,741.0,834.0,800.0,946.0,874.0,816.0,869.0,10139.0,13960.0,13429.0,36020.0,36900.0,35528.0,33329.0,33797.0,49.3,52.3,50.8,63.4,65.1,62.9,59.1,60.3,0.0,0.0,534359.0,4086332.0,3212.9,4528128.0,CPU_STRESS,customers,0
112.0,0.0,13.0,0.0,21.0,38.0,24.0,1.0,28.0,18.0,1.0,1.0,1354.0,1817.0,1674.0,381.0,407.0,427.0,383.0,384.0,9705487.0,3739222.0,59.6,857.0,0.0,9910.5,0.0,2797.7,686.0,739.0,827.0,796.0,956.0,878.0,798.0,868.0,10066.0,13792.0,13363.0,35915.0,37004.0,35578.0,33428.0,33863.0,48.9,51.8,50.5,63.3,65.1,63.1,58.7,60.1,0.0,0.0,504869.0,4066195.0,3212.9,4528128.0,CPU_STRESS,customers,0
112.2,0.0,13.0,148.0,22.0,28.0,28.0,4.0,25.0,15.0,7.0,1.0,1354.0,1782.0,1708.0,382.0,407.0,422.0,388.0,384.0,9720274.0,3739260.0,59.6,857.0,0.0,9910.5,0.0,2780.4,665.0,735.0,822.0,821.0,963.0,877.0,798.0,873.0,10030.0,13718.0,13363.0,35531.0,37008.0,35459.0,33857.0,34075.0,48.6,50.9,50.6,62.3,65.1,63.2,59.4,60.3,0.0,0.0,502696.0,4066195.0,3212.9,4528128.0,CPU_STRESS,customers,0
112.5,0.0,13.0,148.0,24.0,28.0,27.0,4.0,27.0,15.0,9.0,1.0,1348.0,1781.0,1708.0,381.0,407.0,422.0,387.0,384.0,9714475.0,3740441.0,59.8,857.0,0.0,9910.5,0.0,2896.2,665.0,733.0,815.0,822.0,967.0,875.0,798.0,873.0,10020.0,13520.0,13363.0,35488.0,37032.0,35459.0,33877.0,34045.0,48.5,50.9,50.6,62.2,65.3,63.2,60.1,60.3,0.0,0.0,519708.0,4011820.0,3212.9,4476928.0,CPU_STRESS,customers,0
112.8,0.0,13.0,148.0,29.0,31.0,12.0,8.0,41.0,11.0,28.0,1.0,1267.0,1675.0,1679.0,354.0,407.0,421.0,376.0,388.0,9749731.0,3742964.0,59.7,857.0,0.0,9910.5,0.0,2970.4,632.0,692.0,775.0,855.0,1006.0,798.0,809.0,873.0,9315.0,12901.0,13289.0,33052.0,37486.0,36113.0,34171.0,33897.0,46.7,48.7,49.1,58.9,67.2,64.5,61.2,61.2,0.0,0.0,452608.0,3994107.0,3212.9,4476928.0,CPU_STRESS,customers,0
113.0,0.0,13.0,148.0,30.0,30.0,12.0,9.0,43.0,10.0,28.0,1.0,1250.0,1649.0,1678.0,354.0,407.0,421.0,373.0,390.0,9845508.0,3748397.0,59.0,857.0,0.0,9924.1,0.0,3314.1,639.0,691.0,770.0,871.0,996.0,780.0,825.0,874.0,9227.0,12843.0,13293.0,32903.0,37415.0,36110.0,34493.0,33918.0,46.1,48.2,48.7,58.8,67.2,64.2,61.0,61.3,0.0,0.0,452608.0,3978329.0,3212.9,4476928.0,CPU_STRESS,customers,0
113.2,0.0,13.0,98.0,30.0,27.0,16.0,11.0,34.0,11.0,25.0,1.0,1246.0,1665.0,1719.0,369.0,409.0,426.0,379.0,397.0,9868065.0,3753392.0,58.5,857.0,118784.0,9924.1,0.0,3348.5,651.0,715.0,773.0,905.0,988.0,792.0,826.0,876.0,9344.0,12802.0,13341.0,33879.0,36826.0,35606.0,34552.0,34165.0,46.5,49.0,49.2,61.6,66.0,61.9,61.5,61.5,0.0,0.0,452608.0,3978329.0,3212.9,4865548.0,CPU_STRESS,customers,0
113.5,0.0,13.0,98.0,32.0,27.0,16.0,11.0,28.0,11.0,32.0,1.0,1246.0,1662.0,1719.0,378.0,420.0,426.0,380.0,399.0,9892712.0,3761702.0,58.6,857.0,118784.0,9932.2,118784.0,3398.9,655.0,732.0,773.0,913.0,987.0,795.0,826.0,878.0,9344.0,12761.0,13350.0,33926.0,36826.0,35547.0,34570.0,34171.0,46.5,49.0,49.2,61.7,65.7,61.9,61.7,61.5,0.0,0.0,452608.0,4031799.0,3212.9,4867963.0,CPU_STRESS,customers,0
113.8,0.0,13.0,98.0,38.0,21.0,16.0,2.0,12.0,17.0,63.0,0.0,1218.0,1601.0,1756.0,436.0,427.0,434.0,432.0,423.0,10011769.0,3766000.0,58.4,857.0,118784.0,14841.1,118784.0,3462.4,704.0,827.0,846.0,1149.0,959.0,910.0,938.0,1035.0,9278.0,12684.0,13484.0,36996.0,35242.0,33690.0,35354.0,34738.0,46.2,48.8,49.2,66.2,62.1,59.8,62.8,61.5,0.0,0.0,6885376.0,4031209.0,3212.9,5114222.0,CPU_STRESS,customers,0
114.0,0.0,13.0,98.0,38.0,21.0,16.0,1.0,12.0,18.0,63.0,1.0,1215.0,1604.0,1755.0,443.0,427.0,436.0,436.0,422.0,10027611.0,3771345.0,58.3,857.0,118784.0,14841.1,118784.0,3753.7,714.0,831.0,850.0,1160.0,963.0,921.0,986.0,1068.0,9290.0,12717.0,13487.0,37344.0,34745.0,33411.0,35279.0,34427.0,46.4,48.7,49.3,66.7,61.3,59.2,62.7,61.5,0.0,0.0,6875136.0,4004729.0,3212.9,5110968.0,CPU_STRESS,customers,0
114.2,0.0,13.0,0.0,28.0,26.0,17.0,5.0,10.0,15.0,53.0,1.0,1236.0,1698.0,1805.0,422.0,427.0,424.0,426.0,412.0,10037485.0,3771369.0,58.1,857.0,0.0,19611.3,118784.0,3795.4,695.0,799.0,840.0,1107.0,973.0,907.0,987.0,1025.0,9398.0,12868.0,13488.0,36570.0,35020.0,32838.0,34468.0,34299.0,46.7,48.9,49.6,65.8,61.7,57.9,61.2,61.4,0.0,0.0,6875136.0,3996616.0,3212.9,4946417.0,CPU_STRESS,customers,0
114.5,0.0,13.0,0.0,18.0,27.0,18.0,5.0,10.0,15.0,24.0,1.0,1235.0,1699.0,1805.0,422.0,427.0,417.0,424.0,411.0,10092658.0,3770546.0,57.8,857.0,0.0,19611.3,2048.0,3801.3,686.0,784.0,835.0,1078.0,973.0,906.0,987.0,1025.0,9399.0,13084.0,13488.0,36535.0,35012.0,32790.0,34339.0,34233.0,46.7,48.9,49.6,65.7,61.7,57.8,60.0,61.3,0.0,0.0,6875136.0,3746254.0,3212.9,10656768.0,CPU_STRESS,customers,0
114.8,0.0,13.0,0.0,2.0,45.0,38.0,17.0,1.0,11.0,6.0,1.0,1163.0,1660.0,1690.0,377.0,427.0,384.0,390.0,403.0,10099619.0,3770607.0,57.7,857.0,0.0,19611.3,2048.0,3879.9,612.0,715.0,776.0,876.0,1042.0,823.0,919.0,949.0,9360.0,13393.0,13437.0,33617.0,35761.0,31264.0,33049.0,33339.0,46.5,49.4,49.1,59.2,63.0,54.1,58.4,59.3,0.0,0.0,692224.0,3660444.0,3212.9,10656768.0,CPU_STRESS,customers,0
115.0,0.0,13.0,0.0,1.0,47.0,40.0,18.0,2.0,10.0,3.0,1.0,1169.0,1669.0,1698.0,371.0,427.0,382.0,390.0,403.0,10123380.0,3771562.0,57.9,857.0,0.0,19611.3,2048.0,4220.3,609.0,710.0,768.0,884.0,1042.0,799.0,874.0,938.0,9373.0,13417.0,13443.0,33250.0,35591.0,30998.0,33063.0,33224.0,46.6,49.6,49.0,58.6,63.2,53.9,58.0,59.0,0.0,0.0,692224.0,3604832.0,3212.9,10656768.0,CPU_STRESS,customers,0
115.2,0.0,13.0,0.0,10.0,42.0,47.0,15.0,7.0,11.0,7.0,2.0,1264.0,1707.0,1795.0,372.0,424.0,382.0,390.0,405.0,10121330.0,3771574.0,58.2,857.0,0.0,19611.3,2048.0,4210.5,637.0,691.0,772.0,915.0,979.0,796.0,851.0,951.0,9485.0,13609.0,13427.0,32753.0,34614.0,30899.0,32983.0,33748.0,46.8,49.9,49.2,58.3,62.3,54.4,58.1,59.6,0.0,0.0,692224.0,3604832.0,3212.9,10656768.0,CPU_STRESS,customers,0
115.5,0.0,13.0,0.0,16.0,41.0,42.0,15.0,7.0,9.0,7.0,9.0,1269.0,1708.0,1799.0,372.0,404.0,378.0,390.0,404.0,9982289.0,3771326.0,58.5,857.0,0.0,19611.3,2048.0,4012.8,639.0,689.0,772.0,915.0,977.0,783.0,851.0,951.0,9528.0,13641.0,13462.0,32753.0,34406.0,30901.0,32965.0,33956.0,47.0,49.9,49.3,58.3,61.7,54.4,57.5,59.6,0.0,0.0,679065.0,3592172.0,3212.9,10656768.0,CPU_STRESS,customers,0
115.8,0.0,12.0,0.0,28.0,39.0,13.0,11.0,7.0,1.0,8.0,19.0,1425.0,1763.0,1891.0,362.0,390.0,371.0,390.0,421.0,9979583.0,3770870.0,58.6,857.0,0.0,19611.3,0.0,3719.7,715.0,644.0,772.0,879.0,868.0,700.0,799.0,964.0,10180.0,13740.0,13776.0,32590.0,32116.0,30378.0,32115.0,35537.0,49.0,51.0,51.0,57.5,56.8,53.7,56.4,62.3,0.0,0.0,679065.0,3429706.0,3212.9,4409344.0,CPU_STRESS,customers,0
116.0,0.0,12.0,0.0,29.0,37.0,12.0,11.0,7.0,1.0,9.0,19.0,1442.0,1771.0,1891.0,362.0,389.0,371.0,390.0,419.0,10081591.0,3770334.0,58.3,857.0,0.0,19611.3,0.0,3405.7,735.0,647.0,772.0,866.0,859.0,690.0,783.0,959.0,10235.0,13747.0,13841.0,32570.0,32031.0,30400.0,31796.0,35536.0,49.1,51.1,51.5,57.5,56.1,53.8,56.3,62.3,0.0,0.0,682498.0,3388653.0,3212.9,4409344.0,CPU_STRESS,customers,0
116.2,0.0,12.0,6.0,29.0,29.0,17.0,11.0,7.0,4.0,9.0,18.0,1387.0,1802.0,1902.0,367.0,394.0,381.0,388.0,408.0,10089536.0,3769125.0,57.8,875.0,0.0,19611.3,0.0,3419.8,731.0,708.0,772.0,874.0,889.0,741.0,784.0,955.0,10150.0,13973.0,13898.0,32877.0,32664.0,30800.0,31553.0,34576.0,49.3,51.7,51.7,58.2,56.4,55.1,55.9,61.5,0.0,0.0,681802.0,3475939.0,3212.9,4409344.0,CPU_STRESS,customers,0
116.5,0.0,12.0,6.0,22.0,27.0,17.0,12.0,10.0,4.0,9.0,17.0,1375.0,1818.0,1919.0,366.0,394.0,383.0,386.0,405.0,10233556.0,3764758.0,57.4,875.0,3753.0,19611.3,0.0,3485.1,731.0,716.0,772.0,873.0,890.0,745.0,784.0,954.0,10098.0,14139.0,14033.0,32902.0,32664.0,30800.0,31458.0,33996.0,49.3,52.0,51.8,58.2,56.4,55.8,54.0,61.3,0.0,0.0,677052.0,3493143.0,3212.9,6316032.0,CPU_STRESS,customers,0
116.8,0.0,12.0,6.0,10.0,22.0,26.0,18.0,28.0,4.0,9.0,10.0,1164.0,2083.0,2040.0,368.0,398.0,403.0,375.0,366.0,10291043.0,3764316.0,57.4,875.0,4019.0,19611.3,0.0,3584.0,722.0,825.0,825.0,846.0,943.0,914.0,793.0,905.0,9126.0,14690.0,14862.0,32060.0,32365.0,32357.0,30526.0,30969.0,47.7,54.4,53.8,56.7,57.6,57.8,52.5,55.8,0.0,0.0,677052.0,3707251.0,3212.9,6316032.0,CPU_STRESS,customers,0
117.0,0.0,13.0,6.0,9.0,21.0,28.0,18.0,29.0,4.0,9.0,10.0,1097.0,2086.0,2034.0,369.0,398.0,406.0,373.0,363.0,10451012.0,3765731.0,56.9,875.0,4450.0,19611.3,13157.0,4147.1,715.0,835.0,823.0,844.0,953.0,937.0,799.0,881.0,8972.0,14763.0,14893.0,32156.0,32420.0,32762.0,30337.0,30429.0,47.6,54.7,54.1,57.1,58.0,57.7,52.9,54.1,0.0,0.0,684032.0,3792296.0,3212.9,6316032.0,CPU_STRESS,customers,0
117.2,0.0,13.0,90.0,7.0,24.0,30.0,14.0,28.0,4.0,9.0,12.0,1145.0,2061.0,1984.0,373.0,400.0,398.0,373.0,362.0,10456743.0,3765662.0,55.6,875.0,5423.0,19611.3,13157.0,4154.9,693.0,793.0,812.0,851.0,969.0,934.0,801.0,870.0,9135.0,14481.0,14666.0,33497.0,33011.0,32977.0,31343.0,31173.0,47.7,54.1,53.9,58.5,58.5,58.4,54.1,55.2,0.0,0.0,684032.0,3837161.0,3212.9,5068057.0,CPU_STRESS,customers,0
117.5,0.0,13.0,90.0,4.0,25.0,30.0,12.0,27.0,4.0,9.0,12.0,1145.0,2061.0,1976.0,374.0,398.0,398.0,373.0,361.0,10916217.0,3765272.0,54.9,875.0,8062.0,19611.3,13157.0,4032.8,692.0,788.0,809.0,852.0,969.0,934.0,801.0,870.0,9177.0,14202.0,14653.0,33578.0,33119.0,32984.0,31481.0,31243.0,47.8,54.0,53.9,58.5,58.7,58.4,58.6,55.2,0.0,0.0,684032.0,4045600.0,3212.9,4995569.0,CPU_STRESS,customers,0
117.8,0.0,13.0,90.0,0.0,29.0,30.0,2.0,10.0,4.0,9.0,1.0,1227.0,1861.0,1803.0,384.0,391.0,383.0,373.0,342.0,11028089.0,3765254.0,54.2,875.0,8973.0,19611.3,13157.0,3747.1,665.0,695.0,709.0,902.0,1020.0,897.0,796.0,772.0,9874.0,13963.0,14534.0,34648.0,34380.0,33023.0,34843.0,32592.0,49.0,52.8,53.5,61.6,61.2,58.4,61.4,56.8,0.0,0.0,684032.0,4640042.0,3212.9,4423994.0,CPU_STRESS,customers,0
118.0,0.0,13.0,90.0,0.0,29.0,30.0,1.0,10.0,4.0,9.0,1.0,1260.0,1836.0,1811.0,385.0,390.0,380.0,373.0,343.0,11335811.0,3765539.0,52.9,875.0,10712.0,19611.3,13157.0,3227.0,655.0,691.0,703.0,912.0,1019.0,884.0,792.0,765.0,9934.0,13931.0,14521.0,34904.0,34800.0,32998.0,35194.0,32901.0,49.1,52.5,53.3,61.5,61.3,58.5,61.7,57.2,0.0,0.0,573440.0,4759404.0,3212.9,4117765.0,CPU_STRESS,customers,0
118.2,0.0,13.0,0.0,7.0,28.0,30.0,10.0,10.0,4.0,9.0,9.0,1289.0,1813.0,1850.0,385.0,381.0,377.0,373.0,349.0,11436417.0,3765650.0,50.2,875.0,10712.0,19611.3,14724.0,3213.2,655.0,716.0,716.0,927.0,997.0,891.0,791.0,771.0,10059.0,13826.0,14410.0,34635.0,34482.0,33062.0,34766.0,33666.0,49.4,52.4,53.1,61.5,61.0,58.4,61.4,58.1,0.0,0.0,573440.0,4610011.0,3212.9,3912423.0,CPU_STRESS,customers,0
118.5,0.0,13.0,0.0,10.0,28.0,24.0,32.0,10.0,5.0,8.0,9.0,1292.0,1814.0,1855.0,383.0,367.0,377.0,373.0,349.0,12317319.0,3765520.0,48.8,875.0,17509.0,19611.3,16570.0,3209.9,655.0,719.0,717.0,928.0,997.0,892.0,791.0,771.0,10077.0,13470.0,14409.0,34628.0,34482.0,33091.0,34763.0,33679.0,49.4,52.4,53.1,61.5,60.9,58.5,61.2,58.1,0.0,0.0,458752.0,4371700.0,3212.9,3912423.0,CPU_STRESS,customers,0
118.8,0.0,13.0,0.0,9.0,28.0,5.0,61.0,10.0,9.0,1.0,8.0,1291.0,1792.0,1954.0,341.0,344.0,365.0,363.0,346.0,12478541.0,3765529.0,48.3,875.0,119365.0,9932.2,87314.0,3282.8,656.0,762.0,759.0,967.0,909.0,1008.0,907.0,924.0,10161.0,13021.0,14372.0,33818.0,33035.0,33755.0,34552.0,34725.0,49.4,51.4,53.4,59.7,58.2,59.4,60.9,60.7,0.0,0.0,458752.0,3651471.0,3212.9,3876609.0,CPU_STRESS,customers,0
119.0,0.0,13.0,0.0,9.0,28.0,3.0,63.0,10.0,9.0,2.0,9.0,1305.0,1794.0,1960.0,342.0,343.0,367.0,362.0,346.0,12349124.0,3766258.0,48.5,875.0,117829.0,9932.2,122846.0,3392.6,663.0,762.0,764.0,972.0,900.0,1030.0,956.0,951.0,10241.0,13000.0,14382.0,33775.0,32734.0,34203.0,34542.0,34762.0,49.4,51.6,53.5,59.7,57.9,60.1,60.8,60.9,0.0,0.0,647168.0,3505097.0,3212.9,3855368.0,CPU_STRESS,customers,0
