minutes,apigateway_api_gateway,apigateway_source,apigateway_Minutes,customersservice_customers_service,customersservice_source,customersservice_Minutes,srtt_Minutes,srtt_source,srtt_SRTT_cumulative,vetsservice_vets_service,vetsservice_source,vetsservice_Minutes,visitsservice_visits_service,visitsservice_source,visitsservice_Minutes
55.75,0.0,IO,55.75,104.0,IO,55.75,55.75,IO,3268.2236520042798,,,,,,
56.0,0.0,IO,56.0,41.0,IO,56.0,56.0,IO,3268.660456361684,,,,,,
56.25,0.0,IO,56.25,41.0,IO,56.25,56.25,IO,3259.3065652788155,,,,,,
56.5,0.0,IO,56.5,41.0,IO,56.5,56.5,IO,3185.187190654747,,,,,,
56.75,0.0,IO,56.75,41.0,IO,56.75,56.75,IO,2889.541685092606,,,,,,
57.0,0.0,IO,57.0,6.0,IO,57.0,57.0,IO,2858.550831278982,,,,,,
57.25,0.0,IO,57.25,6.0,IO,57.25,57.25,IO,2847.2459447892397,,,,,,
57.5,0.0,IO,57.5,6.0,IO,57.5,57.5,IO,2897.954679179448,,,,,,
57.75,0.0,IO,57.75,6.0,IO,57.75,57.75,IO,2894.6896367817617,,,,,,
58.0,0.0,IO,58.0,81.0,IO,58.0,58.0,IO,2863.7259973727737,,,,,,
58.25,0.0,IO,58.25,81.0,IO,58.25,58.25,IO,2862.750997372774,,,,,,
58.5,0.0,IO,58.5,81.0,IO,58.5,58.5,IO,2924.300470105245,,,,,,
58.75,0.0,IO,58.75,81.0,IO,58.75,58.75,IO,3027.054451623444,,,,,,
59.0,0.0,IO,59.0,29.0,IO,59.0,59.0,IO,3034.7743381820137,,,,,,
59.25,0.0,IO,59.25,29.0,IO,59.25,59.25,IO,3053.9921963986326,,,,,,
59.5,0.0,IO,59.5,29.0,IO,59.5,59.5,IO,3087.942823756085,,,,,,
59.75,0.0,IO,59.75,29.0,IO,59.75,59.75,IO,3221.165644374393,,,,,,
60.0,0.0,IO,60.0,153.0,IO,60.0,60.0,IO,3242.672276817125,,,,,,
60.25,0.0,IO,60.25,153.0,IO,60.25,60.25,IO,3238.0375604007904,,,,,,
60.5,0.0,IO,60.5,153.0,IO,60.5,60.5,IO,3234.538392315288,,,,,,
60.75,0.0,IO,60.75,153.0,IO,60.75,60.75,IO,3217.871816076288,,,,,,
61.0,0.0,IO,61.0,236.0,IO,61.0,61.0,IO,3214.256214052732,,,,,,
61.25,0.0,IO,61.25,236.0,IO,61.25,61.25,IO,3209.350143362019,,,,,,
61.5,0.0,IO,61.5,236.0,IO,61.5,61.5,IO,3200.690820313085,,,,,,
61.75,0.0,IO,61.75,236.0,IO,61.75,61.75,IO,3007.911366111381,,,,,,
62.0,0.0,IO,62.0,0.0,IO,62.0,62.0,IO,3013.080342429622,,,,,,
62.25,0.0,IO,62.25,0.0,IO,62.25,62.25,IO,3003.3442247640846,,,,,,
62.5,0.0,IO,62.5,0.0,IO,62.5,62.5,IO,2944.340463715755,,,,,,
62.75,0.0,IO,62.75,0.0,IO,62.75,62.75,IO,2946.748473365448,,,,,,
63.0,0.0,IO,63.0,0.0,IO,63.0,63.0,IO,2986.2351228614043,,,,,,
63.25,0.0,IO,63.25,0.0,IO,63.25,63.25,IO,2988.6342119679493,,,,,,
63.5,0.0,IO,63.5,0.0,IO,63.5,63.5,IO,3055.6492183772702,,,,,,
63.75,0.0,IO,63.75,0.0,IO,63.75,63.75,IO,3061.888164441519,,,,,,
64.0,0.0,IO,64.0,0.0,IO,64.0,64.0,IO,3092.076189589575,,,,,,
64.25,0.0,IO,64.25,148.0,IO,64.25,64.25,IO,3107.086334195787,,,,,,
64.5,0.0,IO,64.5,148.0,IO,64.5,64.5,IO,3121.4599800578367,,,,,,
64.75,0.0,IO,64.75,148.0,IO,64.75,64.75,IO,3340.1992005547595,,,,,,
65.0,0.0,IO,65.0,54.0,IO,65.0,65.0,IO,3350.242901687668,,,,,,
65.25,0.0,IO,65.25,54.0,IO,65.25,65.25,IO,3349.8404925858927,,,,,,
65.5,0.0,IO,65.5,54.0,IO,65.5,65.5,IO,3244.3109157483286,,,,,,
65.75,0.0,IO,65.75,54.0,IO,65.75,65.75,IO,3082.8485178365418,,,,,,
66.0,0.0,IO,66.0,6.0,IO,66.0,66.0,IO,3042.9057086297817,,,,,,
66.25,0.0,IO,66.25,6.0,IO,66.25,66.25,IO,3010.5722565680767,,,,,,
66.5,0.0,IO,66.5,6.0,IO,66.5,66.5,IO,3108.564752506188,,,,,,
66.75,0.0,IO,66.75,6.0,IO,66.75,66.75,IO,3255.683090479284,,,,,,
67.0,0.0,IO,67.0,42.0,IO,67.0,67.0,IO,3277.5997836446872,,,,,,
67.25,0.0,IO,67.25,42.0,IO,67.25,67.25,IO,3262.718980112949,,,,,,
67.5,0.0,IO,67.5,42.0,IO,67.5,67.5,IO,3152.4962387246487,,,,,,
67.75,0.0,IO,67.75,42.0,IO,67.75,67.75,IO,2937.409911462796,,,,,,
68.0,0.0,IO,68.0,577.0,IO,68.0,68.0,IO,2922.1845972652595,,,,,,
68.25,0.0,IO,68.25,577.0,IO,68.25,68.25,IO,2953.5214248050825,,,,,,
68.5,0.0,IO,68.5,577.0,IO,68.5,68.5,IO,3011.356950046015,,,,,,
68.75,0.0,IO,68.75,577.0,IO,68.75,68.75,IO,3318.332413335117,,,,,,
69.0,0.0,IO,69.0,198.0,IO,69.0,69.0,IO,3341.6276270213075,,,,,,
69.25,0.0,IO,69.25,198.0,IO,69.25,69.25,IO,3357.9282484386413,,,,,,
69.5,0.0,IO,69.5,198.0,IO,69.5,69.5,IO,3140.321059776605,,,,,,
69.75,0.0,IO,69.75,198.0,IO,69.75,69.75,IO,2804.940177982555,,,,,,
70.0,0.0,IO,70.0,548.0,IO,70.0,70.0,IO,2803.58065078198,,,,,,
70.25,0.0,IO,70.25,548.0,IO,70.25,70.25,IO,2808.710210194966,,,,,,
70.5,0.0,IO,70.5,548.0,IO,70.5,70.5,IO,3041.3862831925367,,,,,,
70.75,0.0,IO,70.75,548.0,IO,70.75,70.75,IO,3188.891019386791,,,,,,
71.0,0.0,IO,71.0,0.0,IO,71.0,71.0,IO,3141.895533154297,,,,,,
71.25,0.0,IO,71.25,0.0,IO,71.25,71.25,IO,3168.1240388530614,,,,,,
71.5,0.0,IO,71.5,0.0,IO,71.5,71.5,IO,3004.165941336448,,,,,,
71.75,0.0,IO,71.75,0.0,IO,71.75,71.75,IO,2759.5791861381017,,,,,,
72.0,0.0,IO,72.0,195.0,IO,72.0,72.0,IO,2754.022162825902,,,,,,
72.25,0.0,IO,72.25,195.0,IO,72.25,72.25,IO,2774.970238834688,,,,,,
72.5,0.0,IO,72.5,195.0,IO,72.5,72.5,IO,2898.380294317851,,,,,,
72.75,0.0,IO,72.75,195.0,IO,72.75,72.75,IO,3040.224228733165,,,,,,
73.0,0.0,IO,73.0,513.0,IO,73.0,73.0,IO,3028.7331586002383,,,,,,
73.25,0.0,IO,73.25,513.0,IO,73.25,73.25,IO,3016.099326804041,,,,,,
73.5,0.0,IO,73.5,513.0,IO,73.5,73.5,IO,3056.121298694208,,,,,,
73.75,0.0,IO,73.75,513.0,IO,73.75,73.75,IO,3065.846436365154,,,,,,
74.0,0.0,IO,74.0,56.0,IO,74.0,74.0,IO,3060.5594272597687,,,,,,
74.25,0.0,IO,74.25,56.0,IO,74.25,74.25,IO,3054.9669191951352,,,,,,
74.5,0.0,IO,74.5,56.0,IO,74.5,74.5,IO,3057.3703563776558,,,,,,
74.75,0.0,IO,74.75,56.0,IO,74.75,74.75,IO,3070.4352738775838,,,,,,
75.0,0.0,IO,75.0,331.0,IO,75.0,75.0,IO,3076.9211876492936,,,,,,
75.25,0.0,IO,75.25,331.0,IO,75.25,75.25,IO,3080.1131722102577,,,,,,
75.5,0.0,IO,75.5,331.0,IO,75.5,75.5,IO,3066.476647644723,,,,,,
75.75,0.0,IO,75.75,331.0,IO,75.75,75.75,IO,3049.389213736262,,,,,,
76.0,0.0,IO,76.0,24.0,IO,76.0,76.0,IO,3046.06328212068,,,,,,
76.25,0.0,IO,76.25,24.0,IO,76.25,76.25,IO,3036.122897885733,,,,,,
76.5,0.0,IO,76.5,24.0,IO,76.5,76.5,IO,3093.431022835513,,,,,,
76.75,0.0,IO,76.75,24.0,IO,76.75,76.75,IO,3069.443125259281,,,,,,
77.0,0.0,IO,77.0,0.0,IO,77.0,77.0,IO,3071.450772318104,,,,,,
77.25,0.0,IO,77.25,0.0,IO,77.25,77.25,IO,3080.2056586347003,,,,,,
77.5,0.0,IO,77.5,0.0,IO,77.5,77.5,IO,3055.017779830529,,,,,,
77.75,0.0,IO,77.75,0.0,IO,77.75,77.75,IO,3051.2862585876533,,,,,,
78.0,0.0,IO,78.0,92.0,IO,78.0,78.0,IO,3035.8984527425387,,,,,,
78.25,0.0,IO,78.25,92.0,IO,78.25,78.25,IO,3018.8501821367563,,,,,,
78.5,0.0,IO,78.5,92.0,IO,78.5,78.5,IO,3030.43881489461,,,,,,
78.75,0.0,IO,78.75,92.0,IO,78.75,78.75,IO,3063.8661037122843,,,,,,
79.0,0.0,IO,79.0,58.0,IO,79.0,79.0,IO,3061.960828683362,,,,,,
79.25,0.0,IO,79.25,58.0,IO,79.25,79.25,IO,3068.935034521758,,,,,,
79.5,0.0,IO,79.5,58.0,IO,79.5,79.5,IO,3035.2385523792323,,,,,,
79.75,0.0,IO,79.75,58.0,IO,79.75,79.75,IO,2936.6522781118038,,,,,,
80.0,0.0,IO,80.0,58.0,IO,80.0,80.0,IO,2938.6091798901844,,,,,,
80.25,0.0,IO,80.25,186.0,IO,80.25,80.25,IO,2936.113214572106,,,,,,
80.5,0.0,IO,80.5,186.0,IO,80.5,80.5,IO,2934.1102285776974,,,,,,
80.75,0.0,IO,80.75,186.0,IO,80.75,80.75,IO,2841.11057214082,,,,,,
81.0,0.0,IO,81.0,0.0,IO,81.0,81.0,IO,2826.723663053381,,,,,,
81.25,0.0,IO,81.25,0.0,IO,81.25,81.25,IO,2834.4468859503936,,,,,,
81.5,0.0,IO,81.5,0.0,IO,81.5,81.5,IO,2856.565648146738,,,,,,
81.75,0.0,IO,81.75,0.0,IO,81.75,81.75,IO,3039.3505544326767,,,,,,
82.0,0.0,IO,82.0,155.0,IO,82.0,82.0,IO,3027.66923085018,,,,,,
82.25,0.0,IO,82.25,155.0,IO,82.25,82.25,IO,3031.2890994570776,,,,,,
82.5,0.0,IO,82.5,155.0,IO,82.5,82.5,IO,3043.064326125152,,,,,,
82.75,0.0,IO,82.75,155.0,IO,82.75,82.75,IO,3024.1284499517865,,,,,,
83.0,0.0,IO,83.0,70.0,IO,83.0,83.0,IO,3009.372745194094,,,,,,
83.25,0.0,IO,83.25,70.0,IO,83.25,83.25,IO,3066.479948565865,,,,,,
83.5,0.0,IO,83.5,70.0,IO,83.5,83.5,IO,3059.456520230411,,,,,,
83.75,0.0,IO,83.75,70.0,IO,83.75,83.75,IO,2990.320057429331,,,,,,
84.0,0.0,IO,84.0,0.0,IO,84.0,84.0,IO,3012.8237314226785,,,,,,
84.25,0.0,IO,84.25,0.0,IO,84.25,84.25,IO,2991.8310586939524,,,,,,
84.5,0.0,IO,84.5,0.0,IO,84.5,84.5,IO,3041.786410475936,,,,,,
84.75,0.0,IO,84.75,0.0,IO,84.75,84.75,IO,3343.226695256374,,,,,,
85.0,0.0,IO,85.0,193.0,IO,85.0,85.0,IO,3399.139448575304,,,,,,
85.25,0.0,IO,85.25,193.0,IO,85.25,85.25,IO,3410.381600718184,,,,,,
85.5,0.0,IO,85.5,193.0,IO,85.5,85.5,IO,3296.1970585219865,,,,,,
85.75,0.0,IO,85.75,193.0,IO,85.75,85.75,IO,3274.509719694021,,,,,,
86.0,0.0,IO,86.0,565.0,IO,86.0,86.0,IO,3290.86526127487,,,,,,
86.25,0.0,IO,86.25,565.0,IO,86.25,86.25,IO,3253.2955677908512,,,,,,
86.5,0.0,IO,86.5,565.0,IO,86.5,86.5,IO,3298.32499986566,,,,,,
86.75,0.0,IO,86.75,565.0,IO,86.75,86.75,IO,3281.117797105084,,,,,,
87.0,0.0,IO,87.0,0.0,IO,87.0,87.0,IO,3227.061696371401,,,,,,
87.25,0.0,IO,87.25,0.0,IO,87.25,87.25,IO,3226.4224083455106,,,,,,
87.5,0.0,IO,87.5,0.0,IO,87.5,87.5,IO,3182.389296218318,,,,,,
87.75,0.0,IO,87.75,0.0,IO,87.75,87.75,IO,2912.2097673169637,,,,,,
88.0,0.0,IO,88.0,181.0,IO,88.0,88.0,IO,2871.4951632547286,,,,,,
88.25,0.0,IO,88.25,181.0,IO,88.25,88.25,IO,2859.487628921985,,,,,,
88.5,0.0,IO,88.5,181.0,IO,88.5,88.5,IO,2877.895749444712,,,,,,
88.75,0.0,IO,88.75,181.0,IO,88.75,88.75,IO,2798.507737801709,,,,,,
89.0,0.0,IO,89.0,90.0,IO,89.0,89.0,IO,2782.8363438213755,,,,,,
89.25,0.0,IO,89.25,90.0,IO,89.25,89.25,IO,2785.039714346837,,,,,,
89.5,0.0,IO,89.5,90.0,IO,89.5,89.5,IO,2814.8559434146773,,,,,,
89.75,0.0,IO,89.75,90.0,IO,89.75,89.75,IO,2847.113112747015,,,,,,
90.0,0.0,IO,90.0,106.0,IO,90.0,90.0,IO,2855.346283853496,,,,,,
90.25,0.0,IO,90.25,106.0,IO,90.25,90.25,IO,2869.24159530254,,,,,,
90.5,0.0,IO,90.5,106.0,IO,90.5,90.5,IO,2842.226716411804,,,,,,
90.75,0.0,IO,90.75,106.0,IO,90.75,90.75,IO,2776.784315146813,,,,,,
91.0,0.0,IO,91.0,94.0,IO,91.0,91.0,IO,2775.600042578641,,,,,,
91.25,0.0,IO,91.25,94.0,IO,91.25,91.25,IO,2787.0474158928164,,,,,,
91.5,0.0,IO,91.5,94.0,IO,91.5,91.5,IO,2900.9429473795085,,,,,,
91.75,0.0,IO,91.75,94.0,IO,91.75,91.75,IO,3239.9255493057744,,,,,,
92.0,0.0,IO,92.0,235.0,IO,92.0,92.0,IO,3256.806859565022,,,,,,
92.25,0.0,IO,92.25,235.0,IO,92.25,92.25,IO,3282.8515223757754,,,,,,
92.5,0.0,IO,92.5,235.0,IO,92.5,92.5,IO,3125.3197117320005,,,,,,
92.75,0.0,IO,92.75,235.0,IO,92.75,92.75,IO,2827.551847950008,,,,,,
93.0,0.0,IO,93.0,0.0,IO,93.0,93.0,IO,2831.008034960606,,,,,,
93.25,0.0,IO,93.25,0.0,IO,93.25,93.25,IO,2826.8042875934225,,,,,,
93.5,0.0,IO,93.5,0.0,IO,93.5,93.5,IO,2998.9967384228453,,,,,,
93.75,0.0,IO,93.75,0.0,IO,93.75,93.75,IO,3479.847828559095,,,,,,
94.0,0.0,IO,94.0,0.0,IO,94.0,94.0,IO,3499.305440030957,,,,,,
94.25,0.0,IO,94.25,0.0,IO,94.25,94.25,IO,3509.2751058900044,,,,,,
94.5,0.0,IO,94.5,0.0,IO,94.5,94.5,IO,3564.1668703484484,,,,,,
94.75,0.0,IO,94.75,0.0,IO,94.75,94.75,IO,3714.320816417984,,,,,,
95.0,0.0,IO,95.0,0.0,IO,95.0,95.0,IO,3781.659427107296,,,,,,
95.25,0.0,IO,95.25,0.0,IO,95.25,95.25,IO,3797.67586265384,,,,,,
95.5,0.0,IO,95.5,0.0,IO,95.5,95.5,IO,3813.795754245759,,,,,,
95.75,0.0,IO,95.75,0.0,IO,95.75,95.75,IO,3979.53278288946,,,,,,
96.0,0.0,IO,96.0,64.0,IO,96.0,96.0,IO,3961.143953382219,,,,,,
96.25,0.0,IO,96.25,64.0,IO,96.25,96.25,IO,3954.812499725572,,,,,,
96.5,0.0,IO,96.5,64.0,IO,96.5,96.5,IO,3798.302497296372,,,,,,
96.75,0.0,IO,96.75,64.0,IO,96.75,96.75,IO,3202.110337605442,,,,,,
97.0,0.0,IO,97.0,0.0,IO,97.0,97.0,IO,3125.180670218042,,,,,,
97.25,0.0,IO,97.25,0.0,IO,97.25,97.25,IO,3174.8504590362595,,,,,,
97.5,0.0,IO,97.5,0.0,IO,97.5,97.5,IO,3346.37239727678,,,,,,
97.75,0.0,IO,97.75,0.0,IO,97.75,97.75,IO,3594.221901661689,,,,,,
98.0,0.0,IO,98.0,178.0,IO,98.0,98.0,IO,3536.2474090189503,,,,,,
98.25,0.0,IO,98.25,178.0,IO,98.25,98.25,IO,3538.514502748998,,,,,,
98.5,0.0,IO,98.5,178.0,IO,98.5,98.5,IO,3508.8450907972583,,,,,,
98.75,0.0,IO,98.75,178.0,IO,98.75,98.75,IO,3397.949384657084,,,,,,
99.0,0.0,IO,99.0,0.0,IO,99.0,99.0,IO,3399.647405253944,,,,,,
99.25,0.0,IO,99.25,0.0,IO,99.25,99.25,IO,3391.816167471991,,,,,,
99.5,0.0,IO,99.5,0.0,IO,99.5,99.5,IO,3393.26790098446,,,,,,
99.75,0.0,IO,99.75,0.0,IO,99.75,99.75,IO,3405.573564821389,,,,,,
100.0,0.0,IO,100.0,0.0,IO,100.0,100.0,IO,3539.812842011178,,,,,,
100.25,0.0,IO,100.25,0.0,IO,100.25,100.25,IO,3485.7676699010112,,,,,,
100.5,0.0,IO,100.5,0.0,IO,100.5,100.5,IO,3657.5964216462535,,,,,,
100.75,0.0,IO,100.75,0.0,IO,100.75,100.75,IO,4413.599461123845,,,,,,
101.0,0.0,IO,101.0,0.0,IO,101.0,101.0,IO,4533.840331724259,,,,,,
101.25,0.0,IO,101.25,0.0,IO,101.25,101.25,IO,4488.9510420682445,,,,,,
101.5,0.0,IO,101.5,0.0,IO,101.5,101.5,IO,4053.170250798941,,,,,,
101.75,0.0,IO,101.75,0.0,IO,101.75,101.75,IO,3638.0815742300856,,,,,,
102.0,0.0,IO,102.0,0.0,IO,102.0,102.0,IO,3669.491269159043,,,,,,
102.25,0.0,IO,102.25,40.0,IO,102.25,102.25,IO,3618.141378259495,,,,,,
102.5,0.0,IO,102.5,40.0,IO,102.5,102.5,IO,3795.5861989927794,,,,,,
102.75,0.0,IO,102.75,40.0,IO,102.75,102.75,IO,4117.26237016288,,,,,,
103.0,0.0,IO,103.0,6.0,IO,103.0,103.0,IO,4084.259113605389,,,,,,
103.25,0.0,IO,103.25,6.0,IO,103.25,103.25,IO,4079.2147478909146,,,,,,
103.5,0.0,IO,103.5,6.0,IO,103.5,103.5,IO,3950.296356850097,,,,,,
103.75,0.0,IO,103.75,6.0,IO,103.75,103.75,IO,3750.513312018757,,,,,,
104.0,0.0,IO,104.0,51.0,IO,104.0,104.0,IO,3598.658124949679,,,,,,
104.25,0.0,IO,104.25,51.0,IO,104.25,104.25,IO,3592.3507844878764,,,,,,
104.5,0.0,IO,104.5,51.0,IO,104.5,104.5,IO,3718.866374144784,,,,,,
104.75,0.0,IO,104.75,51.0,IO,104.75,104.75,IO,4005.053893409946,,,,,,
105.0,0.0,IO,105.0,0.0,IO,105.0,105.0,IO,4033.896642407928,,,,,,
105.25,0.0,IO,105.25,0.0,IO,105.25,105.25,IO,4024.649283546639,,,,,,
105.5,0.0,IO,105.5,0.0,IO,105.5,105.5,IO,3920.327883987141,,,,,,
105.75,0.0,IO,105.75,0.0,IO,105.75,105.75,IO,3611.805645292658,,,,,,
106.0,0.0,IO,106.0,0.0,IO,106.0,106.0,IO,3616.11652824893,,,,,,
106.25,0.0,IO,106.25,0.0,IO,106.25,106.25,IO,3619.828985944667,,,,,,
106.5,0.0,IO,106.5,0.0,IO,106.5,106.5,IO,3770.4663319095257,,,,,,
106.75,0.0,IO,106.75,0.0,IO,106.75,106.75,IO,3881.7051180361054,,,,,,
107.0,0.0,IO,107.0,37.0,IO,107.0,107.0,IO,3870.5778790063055,,,,,,
107.25,0.0,IO,107.25,37.0,IO,107.25,107.25,IO,3860.9666594835808,,,,,,
107.5,0.0,IO,107.5,37.0,IO,107.5,107.5,IO,3874.2902938553,,,,,,
107.75,0.0,IO,107.75,37.0,IO,107.75,107.75,IO,3948.203342930089,,,,,,
108.0,0.0,IO,108.0,18.0,IO,108.0,108.0,IO,3947.880697471127,,,,,,
108.25,0.0,IO,108.25,18.0,IO,108.25,108.25,IO,3944.068452034072,,,,,,
108.5,0.0,IO,108.5,18.0,IO,108.5,108.5,IO,3871.712803952532,,,,,,
108.75,0.0,IO,108.75,18.0,IO,108.75,108.75,IO,3575.9248769923543,,,,,,
109.0,0.0,IO,109.0,18.0,IO,109.0,109.0,IO,3482.7939377429398,,,,,,
109.25,0.0,IO,109.25,12.0,IO,109.25,109.25,IO,3482.9867730401056,,,,,,
109.5,0.0,IO,109.5,12.0,IO,109.5,109.5,IO,3591.2493334112805,,,,,,
109.75,0.0,IO,109.75,12.0,IO,109.75,109.75,IO,3796.7569593588296,,,,,,
110.0,0.0,IO,110.0,12.0,IO,110.0,110.0,IO,3777.169414538476,,,,,,
110.25,0.0,IO,110.25,6.0,IO,110.25,110.25,IO,3776.4482011115992,,,,,,
110.5,0.0,IO,110.5,6.0,IO,110.5,110.5,IO,3831.4024773044457,,,,,,
110.75,0.0,IO,110.75,6.0,IO,110.75,110.75,IO,3864.775650053561,,,,,,
111.0,0.0,IO,111.0,24.0,IO,111.0,111.0,IO,3882.285656398291,,,,,,
111.25,0.0,IO,111.25,24.0,IO,111.25,111.25,IO,3885.138135440556,,,,,,
111.5,0.0,IO,111.5,24.0,IO,111.5,111.5,IO,3876.925342477648,,,,,,
111.75,0.0,IO,111.75,24.0,IO,111.75,111.75,IO,3884.455578791897,,,,,,
112.0,0.0,IO,112.0,0.0,IO,112.0,112.0,IO,3973.0296036389655,,,,,,
112.25,0.0,IO,112.25,0.0,IO,112.25,112.25,IO,3962.407415759185,,,,,,
112.5,0.0,IO,112.5,0.0,IO,112.5,112.5,IO,3937.3993413203866,,,,,,
112.75,0.0,IO,112.75,0.0,IO,112.75,112.75,IO,3737.007213309335,,,,,,
113.0,0.0,IO,113.0,0.0,IO,113.0,113.0,IO,3694.247133176712,,,,,,
113.25,0.0,IO,113.25,0.0,IO,113.25,113.25,IO,3693.7998076618537,,,,,,
113.5,0.0,IO,113.5,0.0,IO,113.5,113.5,IO,3641.914211953605,,,,,,
113.75,0.0,IO,113.75,0.0,IO,113.75,113.75,IO,3188.712825396369,,,,,,
114.0,0.0,IO,114.0,0.0,IO,114.0,114.0,IO,3171.334025117469,,,,,,
114.25,0.0,IO,114.25,0.0,IO,114.25,114.25,IO,3184.144449255093,,,,,,
114.5,0.0,IO,114.5,0.0,IO,114.5,114.5,IO,3500.830722466336,,,,,,
114.75,0.0,IO,114.75,0.0,IO,114.75,114.75,IO,3919.105228251056,,,,,,
115.0,0.0,IO,115.0,0.0,IO,115.0,115.0,IO,3908.563954548238,,,,,,
115.25,0.0,IO,115.25,0.0,IO,115.25,115.25,IO,3893.533610213694,,,,,,
115.5,0.0,IO,115.5,0.0,IO,115.5,115.5,IO,3572.338749075246,,,,,,
115.75,0.0,IO,115.75,0.0,IO,115.75,115.75,IO,3423.8016967274134,,,,,,
116.0,0.0,IO,116.0,0.0,IO,116.0,116.0,IO,3449.979765800528,,,,,,
116.25,0.0,IO,116.25,0.0,IO,116.25,116.25,IO,3464.948829140682,,,,,,
116.5,0.0,IO,116.5,0.0,IO,116.5,116.5,IO,3599.3396785210057,,,,,,
116.75,0.0,IO,116.75,0.0,IO,116.75,116.75,IO,3675.2665593266593,,,,,,
117.0,0.0,IO,117.0,0.0,IO,117.0,117.0,IO,3615.582153053813,,,,,,
117.25,0.0,IO,117.25,0.0,IO,117.25,117.25,IO,3683.806585797045,,,,,,
117.5,0.0,IO,117.5,0.0,IO,117.5,117.5,IO,3783.815242797001,,,,,,
117.75,0.0,IO,117.75,0.0,IO,117.75,117.75,IO,3861.350177380526,,,,,,
118.0,0.0,IO,118.0,0.0,IO,118.0,118.0,IO,3895.763306434468,,,,,,
118.25,0.0,IO,118.25,0.0,IO,118.25,118.25,IO,3892.00556404572,,,,,,
118.5,0.0,IO,118.5,0.0,IO,118.5,118.5,IO,3893.83486474874,,,,,,
,,,,,,,118.75,IO,3963.68787860532,,,,,,
,,,,,,,119.0,IO,3939.3059352896585,,,,,,
,,,,,,,119.25,IO,3940.100634780245,,,,,,
,,,,,,,119.5,IO,3886.040667027522,,,,,,
,,,,,,,119.75,IO,3801.35133090765,,,,,,
,,,,,,,120.0,IO,3808.803364545253,,,,,,
